

** Fixed Point METHOD IMPLEMENTATION **
--------------------------------------------------
Iteration 1 | xl = 5.000000 | f(xl) = -11.500000 | xr = 0.408248 | f(xr) = 3.044022 | error =0.00    ‰ 
Iteration 15010 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15011 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15012 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15013 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15014 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15015 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15016 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15017 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15018 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15019 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15020 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15021 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15022 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15023 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15024 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15025 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15026 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15027 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15028 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15029 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15030 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15031 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15032 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15033 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15034 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15035 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15036 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15037 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15038 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15039 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15040 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15041 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15042 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15043 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15044 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15045 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15046 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15047 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15048 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15049 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15050 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15051 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15052 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15053 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15054 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15055 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15056 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15057 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15058 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15059 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15060 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15061 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15062 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15063 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15064 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15065 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15066 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15067 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15068 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15069 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15070 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15071 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15072 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15073 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15074 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15075 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15076 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15077 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15078 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15079 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15080 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15081 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15082 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15083 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15084 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15085 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15086 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15087 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15088 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15089 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15090 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15091 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15092 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15093 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15094 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15095 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15096 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15097 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15098 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15099 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15100 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15101 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15102 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15103 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15104 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15105 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15106 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15107 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15108 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15109 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15110 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15111 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15112 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15113 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15114 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15115 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15116 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15117 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15118 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15119 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15120 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15121 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15122 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15123 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15124 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15125 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15126 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15127 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15128 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15129 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15130 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15131 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15132 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15133 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15134 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15135 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15136 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15137 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15138 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15139 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15140 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15141 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15142 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15143 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15144 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15145 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15146 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15147 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15148 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15149 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15150 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15151 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15152 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15153 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15154 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15155 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15156 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15157 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15158 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15159 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15160 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15161 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15162 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15163 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15164 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15165 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15166 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15167 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15168 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15169 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15170 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15171 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15172 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15173 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15174 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15175 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15176 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15177 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15178 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15179 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15180 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15181 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15182 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15183 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15184 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15185 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15186 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15187 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15188 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15189 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15190 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15191 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15192 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15193 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15194 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15195 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15196 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15197 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15198 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15199 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15200 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15201 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15202 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15203 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15204 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15205 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15206 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15207 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15208 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15209 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15210 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15211 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15212 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15213 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15214 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15215 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
Iteration 15216 | xl = 0.754878 | f(xl) = 3.270436 | xr = 0.754878 | f(xr) = 3.270436 | error =0.00    ‰ 
